id,sort_code,bank_name,branch_name
488,70635,APEX BANK,YAA ASANTEWAA RURAL BANK LTD
489,70636,APEX BANK,TEPAMAN RURAL BANK LTD - TEPAMAN
490,70637,APEX BANK,ASOKORE MAMPONG RURAL BANK
491,70638,APEX BANK,AKUMADAN RURAL BANK
492,70701,APEX BANK,SUNYANI CENTRE-SUNYANI
493,70702,APEX BANK,KINTAMPO RURAL BANK LTD-KINTAMPO
494,70703,APEX BANK,WAMFIE RURAL BANK LTD-WAMFIE
495,70704,APEX BANK,SUMA RURAL BANK LTD-SUMA AHENKRO
496,70706,APEX BANK,ASUTIFI RURAL BANK LTD-ACERENSUA
497,70707,APEX BANK,NKORANZA KWABRE RURAL BANK LTD-AKUMA
498,70708,APEX BANK,FIAGYA RURAL BANK LTD-BUSUNYA
499,70709,APEX BANK,BOMAA AREA RURAL BANK LTD-BOMAA
500,70710,APEX BANK,BADUMAN RURAL BANK LTD-BADU
501,70711,APEX BANK,NSOATREMAN RURAL BANK LTD-NSOATRE
502,70712,APEX BANK,DERMA RURAL BANK LTD-DERMA
503,70714,APEX BANK,NKORANMAN RURAL BANK LTD-SEIKWA
504,70715,APEX BANK,KAASEMAN RURAL BANK LTD-KAASE
505,70716,APEX BANK,AHAFO COMMUNITY RURAL BANK LTD-KUKUOM
506,70717,APEX BANK,DROBO COMMUNITY RURAL BANK LTD-DROBO
507,70718,APEX BANK,NAFANA RURAL BANK LTD-SAMPA
508,70719,APEX BANK,CAPITAL RURAL BANK LTD-ABESIM
509,70720,APEX BANK,ATWEABAN RURAL BANK LTD-SUNYANI
510,70721,APEX BANK,NKRANKWANTA RURAL BANK LTD-SUNYANI
511,70722,APEX BANK,WENCHI RURAL BANK LTD
512,70723,APEX BANK,BOMOSADU RURAL BANK LTD
513,70801,APEX BANK,TAMALE CENTRE-TAMALE
514,70802,APEX BANK,BONZALI RURAL BANK LTD-KUMBUNGU
515,70803,APEX BANK,BORIMANGA RURAL BANK LTD-SAVELEGU
516,70804,APEX BANK,BUWUULONSO RURAL BANK LTD-TAMALE
517,70805,APEX BANK,TIZAA RURAL BANK LTD-TAMALE
518,70806,APEX BANK,ZABZUGU RURAL BANK LTD
519,70901,APEX BANK,BOLGA CENTRE-BOLGATANGA
520,70902,APEX BANK,NAARA RURAL BANK LTD-PAGA
521,70903,APEX BANK,BESSFA RURAL BANK LTD-GARU
522,70904,APEX BANK,WEST MANPRUSI COMMUNITY BANK LTD-WALEWALE
523,70905,APEX BANK,EAST MANPRUSI COMMUNITY BABK LTD-GAMBAGA
524,70906,APEX BANK,BUILSA COMMUNITY BANK LTD-SANDEMA
525,70907,APEX BANK,TOENDE RURAL BANK LTD-ZIBILLA
526,70908,APEX BANK,BONGO RURAL BANK LTD-BOLGATANGA
527,71001,APEX BANK,WA CENTRE-WA
528,71002,APEX BANK,NANDOM RURAL BANK LTD-NANDOM
529,71003,APEX BANK,SONZELE RURAL BANK LTD-JIRAPA
530,71004,APEX BANK,SISSALA RURAL BANK LTD-TUMA
531,71005,APEX BANK,LAWRA RURAL BANK LTD-WA
532,71101,APEX BANK,APEX BANK -HOHOE CENTRE-HOHOE
533,71102,APEX BANK,NORTH VOLTA RURAL BANK LTD-GUAMAN
534,71103,APEX BANK,ASUBONTEN RURAL BANK LTD-WORAWORA
535,71104,APEX BANK,GBI RURAL BANK LTD-HOHOE
536,71105,APEX BANK,KPASSA RURAL BANK LTD-HOHOE
537,71106,APEX BANK,KAAKYE RURAL BANK LTD BRANCH
538,71107,APEX BANK,FREROL RURAL BANK LTD
539,80010,AGRICULTURAL DEVELOPMENT BANK,CORPORATE BANKING
540,80020,AGRICULTURAL DEVELOPMENT BANK,CONSUMER BANKING
541,80030,AGRICULTURAL DEVELOPMENT BANK,PARASTATALS
542,80040,AGRICULTURAL DEVELOPMENT BANK,AGRIC FINANCING
543,80050,AGRICULTURAL DEVELOPMENT BANK,COMMERCIAL BANKING
544,80060,AGRICULTURAL DEVELOPMENT BANK,AGRIC VALUE CHAIN
545,80070,AGRICULTURAL DEVELOPMENT BANK,BUSINESS FINANCE
546,80100,AGRICULTURAL DEVELOPMENT BANK,
547,80100,AGRICULTURAL DEVELOPMENT BANK,HEAD OFFICE
548,80101,AGRICULTURAL DEVELOPMENT BANK,RING ROAD CENTRAL
549,80102,AGRICULTURAL DEVELOPMENT BANK,ADABRAKA
550,80103,AGRICULTURAL DEVELOPMENT BANK,TEMA
551,80104,AGRICULTURAL DEVELOPMENT BANK,TESHIE
552,80105,AGRICULTURAL DEVELOPMENT BANK,KANESHIE
553,80106,AGRICULTURAL DEVELOPMENT BANK,CEDI HOUSE
554,80107,AGRICULTURAL DEVELOPMENT BANK,INTERNATIONAL BANKING
555,80108,AGRICULTURAL DEVELOPMENT BANK,GULF HOUSE
556,80109,AGRICULTURAL DEVELOPMENT BANK,DANSOMAN
557,80110,AGRICULTURAL DEVELOPMENT BANK,NUNGUA
558,80111,AGRICULTURAL DEVELOPMENT BANK,KORKORDZOR
559,80112,AGRICULTURAL DEVELOPMENT BANK,OSU
560,80113,AGRICULTURAL DEVELOPMENT BANK,MADINA
561,80114,AGRICULTURAL DEVELOPMENT BANK,ABEKALAPAZ
562,80115,AGRICULTURAL DEVELOPMENT BANK,AGONA SWEDRU
563,80116,AGRICULTURAL DEVELOPMENT BANK,ADB HOUSE
564,80117,AGRICULTURAL DEVELOPMENT BANK,ACHIMOTA
565,80118,AGRICULTURAL DEVELOPMENT BANK,SPINTEX ROAD
566,80119,AGRICULTURAL DEVELOPMENT BANK,MAKOLA
567,80120,AGRICULTURAL DEVELOPMENT BANK,ACCRA NEW TOWN
568,80121,AGRICULTURAL DEVELOPMENT BANK,TEMA MERIDIAN
569,80124,AGRICULTURAL DEVELOPMENT BANK,ASHIAMAN
570,80125,AGRICULTURAL DEVELOPMENT BANK,DANQUAH CIRCLE
571,80126,AGRICULTURAL DEVELOPMENT BANK,NIMA
572,80127,AGRICULTURAL DEVELOPMENT BANK,KASOA
573,80128,AGRICULTURAL DEVELOPMENT BANK,WINNEBA
574,80129,AGRICULTURAL DEVELOPMENT BANK,DIAMOND CEMENT
575,80221,AGRICULTURAL DEVELOPMENT BANK,KOFORIDUA
576,80222,AGRICULTURAL DEVELOPMENT BANK,SUHUM
577,80223,AGRICULTURAL DEVELOPMENT BANK,NKAWKAW
578,80229,AGRICULTURAL DEVELOPMENT BANK,-ASIAKWA
579,80230,AGRICULTURAL DEVELOPMENT BANK,KADE
580,80331,AGRICULTURAL DEVELOPMENT BANK,CAPE COAST
581,80332,AGRICULTURAL DEVELOPMENT BANK,ASSIN FOSO
582,80333,AGRICULTURAL DEVELOPMENT BANK,UCC
583,80334,AGRICULTURAL DEVELOPMENT BANK,MANKESSIM
584,80441,AGRICULTURAL DEVELOPMENT BANK,TAKORADI
585,80444,AGRICULTURAL DEVELOPMENT BANK,ENCHI
586,80445,AGRICULTURAL DEVELOPMENT BANK,TAKORADI HARBOUR
587,80446,AGRICULTURAL DEVELOPMENT BANK,AGONA NKWANTA
588,80447,AGRICULTURAL DEVELOPMENT BANK,GREL
589,80448,AGRICULTURAL DEVELOPMENT BANK,JUABOSO
590,80552,AGRICULTURAL DEVELOPMENT BANK,HO
591,80553,AGRICULTURAL DEVELOPMENT BANK,KPANDO
592,80554,AGRICULTURAL DEVELOPMENT BANK,NKWANTA
593,80555,AGRICULTURAL DEVELOPMENT BANK,DENU
594,80556,AGRICULTURAL DEVELOPMENT BANK,JUAPONG
595,80557,AGRICULTURAL DEVELOPMENT BANK,SOGAKOPE
596,80558,AGRICULTURAL DEVELOPMENT BANK,KPEVE
597,80559,AGRICULTURAL DEVELOPMENT BANK,KPASSA
598,80661,AGRICULTURAL DEVELOPMENT BANK,KUMASI ADUM
599,80662,AGRICULTURAL DEVELOPMENT BANK,BEKWAI
600,80663,AGRICULTURAL DEVELOPMENT BANK,NEW EDUBIASE
601,80664,AGRICULTURAL DEVELOPMENT BANK,OBUASI
602,80665,AGRICULTURAL DEVELOPMENT BANK,KUMASI CENTRAL MARKET
603,80666,AGRICULTURAL DEVELOPMENT BANK,KUMASI ASOKWA
604,80667,AGRICULTURAL DEVELOPMENT BANK,KUMASI PREMPEH 11 STREET
605,80668,AGRICULTURAL DEVELOPMENT BANK,AMAKOM
606,80684,AGRICULTURAL DEVELOPMENT BANK,SEFWI WIAWSO
607,80685,AGRICULTURAL DEVELOPMENT BANK,ATEBUBU
608,80686,AGRICULTURAL DEVELOPMENT BANK,BONSO NKWANTA
609,80687,AGRICULTURAL DEVELOPMENT BANK,SEFWI ESSAM
610,80771,AGRICULTURAL DEVELOPMENT BANK,SUNYANI
611,80772,AGRICULTURAL DEVELOPMENT BANK,DORMAA AHENKRO
612,80774,AGRICULTURAL DEVELOPMENT BANK,BEREKUM
613,80775,AGRICULTURAL DEVELOPMENT BANK,NKORANSAH
614,80776,AGRICULTURAL DEVELOPMENT BANK,TECHIMAN
615,80777,AGRICULTURAL DEVELOPMENT BANK,GOASO
616,80778,AGRICULTURAL DEVELOPMENT BANK,KWAPONG
617,80779,AGRICULTURAL DEVELOPMENT BANK,KENYASE
618,80881,AGRICULTURAL DEVELOPMENT BANK,TAMALE
619,80882,AGRICULTURAL DEVELOPMENT BANK,TAMALE ABOABO
620,80883,AGRICULTURAL DEVELOPMENT BANK,YENDI
621,80888,AGRICULTURAL DEVELOPMENT BANK,BOLE
622,80889,AGRICULTURAL DEVELOPMENT BANK,KALADAN
623,80890,AGRICULTURAL DEVELOPMENT BANK,BUIPE
624,80897,AGRICULTURAL DEVELOPMENT BANK,SAVELUGU
625,80991,AGRICULTURAL DEVELOPMENT BANK,BOLGATANGA
626,80992,AGRICULTURAL DEVELOPMENT BANK,BAWKU
627,80993,AGRICULTURAL DEVELOPMENT BANK,NAVRONGO
628,80994,AGRICULTURAL DEVELOPMENT BANK,TUMU
629,80995,AGRICULTURAL DEVELOPMENT BANK,WA
630,80996,AGRICULTURAL DEVELOPMENT BANK,WALEWALE
631,81095,AGRICULTURAL DEVELOPMENT BANK,WA
632,81151,AGRICULTURAL DEVELOPMENT BANK,HOHOE
633,90101,SOCIETE GENERAL GHANA LTD,ACCRA MAIN
634,90102,SOCIETE GENERAL GHANA LTD,NORTH INDUSTRIAL AREA
635,90103,SOCIETE GENERAL GHANA LTD,TUDU
636,90104,SOCIETE GENERAL GHANA LTD,ACCRA NEW TOWN
637,90105,SOCIETE GENERAL GHANA LTD,FAANOFA
638,90106,SOCIETE GENERAL GHANA LTD,TEMA COMMUNITY TWO
639,90107,SOCIETE GENERAL GHANA LTD,OSU
640,90108,SOCIETE GENERAL GHANA LTD,OKAISHIE
641,90109,SOCIETE GENERAL GHANA LTD,KANASHIE
642,90110,SOCIETE GENERAL GHANA LTD,TEMA FISHING HARBOUR
643,90114,SOCIETE GENERAL GHANA LTD,PREMIER TOWERS
644,90115,SOCIETE GENERAL GHANA LTD,HEAD OFFICE
645,90117,SOCIETE GENERAL GHANA LTD,SPINTEX ROAD
646,90118,SOCIETE GENERAL GHANA LTD,MADINA
647,90119,SOCIETE GENERAL GHANA LTD,KASOA
648,90120,SOCIETE GENERAL GHANA LTD,TEMA COMMUNITY ONE
649,90121,SOCIETE GENERAL GHANA LTD,ASHIAMAN
650,90122,SOCIETE GENERAL GHANA LTD,EAST LEGON
651,90123,SOCIETE GENERAL GHANA LTD,AIRPORT CITY
652,90124,SOCIETE GENERAL GHANA LTD,DANSOMAN
653,90125,SOCIETE GENERAL GHANA LTD,KANESHIE MARKET
654,90126,SOCIETE GENERAL GHANA LTD,ACHIMOTA
655,90201,SOCIETE GENERAL GHANA LTD,KOFORIDUA
656,90202,SOCIETE GENERAL GHANA LTD,AKIM ODA
657,90301,SOCIETE GENERAL GHANA LTD,CAPE COAST
658,90302,SOCIETE GENERAL GHANA LTD,DUNKWA
659,90401,SOCIETE GENERAL GHANA LTD,TAKORADI
660,90404,SOCIETE GENERAL GHANA LTD,TARKWA
661,90411,SOCIETE GENERAL GHANA LTD,TAKORADI MARKET CIRCLE
662,90501,SOCIETE GENERAL GHANA LTD,HO
663,90601,SOCIETE GENERAL GHANA LTD,ADUM
664,90602,SOCIETE GENERAL GHANA LTD,KUMASI CENTRAL
665,90603,SOCIETE GENERAL GHANA LTD,BIBIANI
666,90605,SOCIETE GENERAL GHANA LTD,ASAFO
667,90606,SOCIETE GENERAL GHANA LTD,SUAMI
668,90607,SOCIETE GENERAL GHANA LTD,KEJETIA
669,90701,SOCIETE GENERAL GHANA LTD,SUNYANI
670,90741,SOCIETE GENERAL GHANA LTD,BEREKUM
671,90801,SOCIETE GENERAL GHANA LTD,TAMALE
672,90901,SOCIETE GENERAL GHANA LTD,BOLGATANGA
673,91001,SOCIETE GENERAL GHANA LTD,WA
674,100100,UNIVERSAL MERCHANT BANK (GH) LTD,
675,100101,UNIVERSAL MERCHANT BANK (GH) LTD,ACCRA
676,100102,UNIVERSAL MERCHANT BANK (GH) LTD,TEMA
677,100103,UNIVERSAL MERCHANT BANK (GH) LTD,RIDGE
678,100104,UNIVERSAL MERCHANT BANK (GH) LTD,ADABRAKA
679,100105,UNIVERSAL MERCHANT BANK (GH) LTD,KANESHIE
680,100106,UNIVERSAL MERCHANT BANK (GH) LTD,ABEKA
681,100107,UNIVERSAL MERCHANT BANK (GH) LTD,NORTH INDUSTRIAL
682,100108,UNIVERSAL MERCHANT BANK (GH) LTD,TEMA EAST
683,100109,UNIVERSAL MERCHANT BANK (GH) LTD,ACHIMOTA
684,100110,UNIVERSAL MERCHANT BANK (GH) LTD,ABOSEY OKAI
685,100111,UNIVERSAL MERCHANT BANK (GH) LTD,SOUTH INDUSTRIAL AREA
686,100112,UNIVERSAL MERCHANT BANK (GH) LTD,OSU
687,100113,UNIVERSAL MERCHANT BANK (GH) LTD,LABONE
688,100114,UNIVERSAL MERCHANT BANK (GH) LTD,AIRPORT CITY
689,100115,UNIVERSAL MERCHANT BANK (GH) LTD,JUNCTION MALL
690,100116,UNIVERSAL MERCHANT BANK (GH) LTD,East Legon
691,100117,UNIVERSAL MERCHANT BANK (GH) LTD,OXFORD STREET
692,100118,UNIVERSAL MERCHANT BANK (GH) LTD,SPINTEX ROAD
693,100119,UNIVERSAL MERCHANT BANK (GH) LTD,SAKAMAN
694,100122,UNIVERSAL MERCHANT BANK (GH) LTD,MADINA
695,100204,UNIVERSAL MERCHANT BANK (GH) LTD,KOFORIDUA
696,100401,UNIVERSAL MERCHANT BANK (GH) LTD,TAKORADI
697,100402,UNIVERSAL MERCHANT BANK (GH) LTD,TARKWA
698,100501,UNIVERSAL MERCHANT BANK (GH) LTD,KASOA
699,100601,UNIVERSAL MERCHANT BANK (GH) LTD,KUMASI
700,100602,UNIVERSAL MERCHANT BANK (GH) LTD,BIBIANI
701,100603,UNIVERSAL MERCHANT BANK (GH) LTD,ASAFO
702,100604,UNIVERSAL MERCHANT BANK (GH) LTD,BANTAMA
703,100605,UNIVERSAL MERCHANT BANK (GH) LTD,ADUM
704,100606,UNIVERSAL MERCHANT BANK (GH) LTD,KONONGO
705,100701,UNIVERSAL MERCHANT BANK (GH) LTD,TECHIMAN
706,100801,UNIVERSAL MERCHANT BANK (GH) LTD,TAMALE
707,110100,REPUBLIC BANK (GH) LTD,
708,110101,REPUBLIC BANK (GH) LTD,EBANKESE
709,110103,REPUBLIC BANK (GH) LTD,ACCRA CENTRAL
710,110104,REPUBLIC BANK (GH) LTD,RIDGE
711,110105,REPUBLIC BANK (GH) LTD,TEMA
712,110107,REPUBLIC BANK (GH) LTD,LEGON
713,110108,REPUBLIC BANK (GH) LTD,ABOSEY OKAI
714,110109,REPUBLIC BANK (GH) LTD,TUDU
715,110116,REPUBLIC BANK (GH) LTD,BAATSONA
716,110117,REPUBLIC BANK (GH) LTD,PRIVATE BANKING
717,110118,REPUBLIC BANK (GH) LTD,ASHIAMAN
718,110119,REPUBLIC BANK (GH) LTD,POST OFFICE SQUARE
719,110120,REPUBLIC BANK (GH) LTD,ADABRAKA
720,110121,REPUBLIC BANK (GH) LTD,DANSOMAN
721,110122,REPUBLIC BANK (GH) LTD,ACCRA NEW TOWN
722,110123,REPUBLIC BANK (GH) LTD,MADINA
723,110124,REPUBLIC BANK (GH) LTD,ACHIMOTA
724,110126,REPUBLIC BANK (GH) LTD,ADJIRIGANO
725,110127,REPUBLIC BANK (GH) LTD,Community 25
726,110215,REPUBLIC BANK (GH) LTD,KOFORIDUA
727,110216,REPUBLIC BANK (GH) LTD,ASAMANKESE
728,110301,REPUBLIC BANK (GH) LTD,KASOA
729,110302,REPUBLIC BANK (GH) LTD,SWEDRU
730,110303,REPUBLIC BANK (GH) LTD,CAPE COAST
731,110304,REPUBLIC BANK (GH) LTD,WINNEBA
732,110401,REPUBLIC BANK (GH) LTD,TAKORADI
733,110402,REPUBLIC BANK (GH) LTD,SEFWI WIAWSO
734,110403,REPUBLIC BANK (GH) LTD,SEFWI BEKWAI
735,110404,REPUBLIC BANK (GH) LTD,JUABESO
736,110405,REPUBLIC BANK (GH) LTD,AKONTOMBRA
737,110406,REPUBLIC BANK (GH) LTD,ESSAM
738,110407,REPUBLIC BANK (GH) LTD,ASEMPANAYE
739,110409,REPUBLIC BANK (GH) LTD,ASANKRAGWA
740,110601,REPUBLIC BANK (GH) LTD,KUMASI
741,110604,REPUBLIC BANK (GH) LTD,KUMASI MAGAZINE
742,110605,REPUBLIC BANK (GH) LTD,ASOKWA
743,110613,REPUBLIC BANK (GH) LTD,KNUST
744,110710,REPUBLIC BANK (GH) LTD,TECHIMAN
745,110711,REPUBLIC BANK (GH) LTD,GOASO
746,110814,REPUBLIC BANK (GH) LTD,TAMALE
747,110901,REPUBLIC BANK (GH) LTD,BOLGA
748,120101,ZENITH BANK,PREMIER TOWERS
749,120102,ZENITH BANK,PATRICE LUMUMBA ROAD
750,120103,ZENITH BANK,TEMA COMMUNITY 1
751,120104,ZENITH BANK,KOJO THOMPSON ROAD
752,120105,ZENITH BANK,SPINTEX
753,120106,ZENITH BANK,GRAPHIC ROAD
754,120107,ZENITH BANK,NORTH INDUSTRIAL AREA
755,120108,ZENITH BANK,LABONE
756,120109,ZENITH BANK,EAST LEGON
757,120110,ZENITH BANK,TEMA INDUSTRIAL AREA
758,120111,ZENITH BANK,ACHIMOTA
759,120112,ZENITH BANK,AKOSOMBO
760,120113,ZENITH BANK,TEMA METRO
761,120114,ZENITH BANK,FREE ZONES
762,120115,ZENITH BANK,TRADE FAIR
763,120116,ZENITH BANK,SAKAMAN
764,120117,ZENITH BANK,PREMIER TOWERS
765,120201,ZENITH BANK,KOFORIDUA
766,120301,ZENITH BANK,CAPE COAST
767,120401,ZENITH BANK,TAKORADI MAIN
768,120402,ZENITH BANK,TAKORADI HABOUR
769,120403,ZENITH BANK,TARKWA
770,120501,ZENITH BANK,Ho Branch
771,120601,ZENITH BANK,KUMASI MAIN
772,120602,ZENITH BANK,Adum
773,120603,ZENITH BANK,SUAME
774,120701,ZENITH BANK,SUNYANI
775,120801,ZENITH BANK,Tamale
776,130101,ECOBANK GHANA LTD,HEAD OFFICE
777,130102,ECOBANK GHANA LTD,TEMA
778,130103,ECOBANK GHANA LTD,RING ROAD CENTRAL
779,130104,ECOBANK GHANA LTD,TUDU
780,130105,ECOBANK GHANA LTD,SILVER STAR
781,130106,ECOBANK GHANA LTD,OSU
782,130107,ECOBANK GHANA LTD,A AND C
783,130108,ECOBANK GHANA LTD,TEMA LONG ROOM
784,130109,ECOBANK GHANA LTD,McCARTHY HILL
785,130110,ECOBANK GHANA LTD,ROMAN RIDGE
786,130111,ECOBANK GHANA LTD,ABEKA LAPAZ
787,130112,ECOBANK GHANA LTD,DANSOMAN
788,130113,ECOBANK GHANA LTD,TEMA COMMUNITY 6
789,130114,ECOBANK GHANA LTD,DARKUMAN
790,130115,ECOBANK GHANA LTD,LEGON
791,130116,ECOBANK GHANA LTD,SOUTH INDUSTRIAL AREA(SIA)
792,130117,ECOBANK GHANA LTD,SPINTEX
793,130118,ECOBANK GHANA LTD,ACCRA SHOPPING MALL
794,130119,ECOBANK GHANA LTD,TEMA SHOPPING MALL
795,130120,ECOBANK GHANA LTD,WEIJA
796,130121,ECOBANK GHANA LTD,ACHIMOTA MILE 7
797,130122,ECOBANK GHANA LTD,MADINA
798,130123,ECOBANK GHANA LTD,HAATSOO
799,130124,ECOBANK GHANA LTD,WESTLANDS
800,130125,ECOBANK GHANA LTD,MOTOR WAY ROUNDABOUT
801,130127,ECOBANK GHANA LTD,KOTOBABI
802,130128,ECOBANK GHANA LTD,SAFE BOND
803,130129,ECOBANK GHANA LTD,LABONE
804,130130,ECOBANK GHANA LTD,BURMA CAMP
805,130131,ECOBANK GHANA LTD,REINSURANCE HOUSE
806,130132,ECOBANK GHANA LTD,TRUST TOWERS
807,130133,ECOBANK GHANA LTD,TESANO
808,130134,ECOBANK GHANA LTD,HOSPITAL ROAD
809,130135,ECOBANK GHANA LTD,KASOA
810,130136,ECOBANK GHANA LTD,KANTAMANTO
811,130137,ECOBANK GHANA LTD,MADINA CENTRAL
812,130138,ECOBANK GHANA LTD,COMMUNITY1
813,130139,ECOBANK GHANA LTD,SAKUMONO
814,130140,ECOBANK GHANA LTD,HIGH STREET
815,130141,ECOBANK GHANA LTD,KWASHIEMAN
816,130142,ECOBANK GHANA LTD,KISSEIMAN
817,130145,ECOBANK GHANA LTD,ACCION
818,130146,ECOBANK GHANA LTD,OPPORTUNITY INT. SAVINGS AND LOAN
819,130147,ECOBANK GHANA LTD,EAST AIRPORT
820,130148,ECOBANK GHANA LTD,KWABENYA
821,130149,ECOBANK GHANA LTD,OKPONGLO
822,130150,ECOBANK GHANA LTD,ASHAIMAN
823,130153,ECOBANK GHANA LTD,KWAME NKRUMAH AVENUE
824,130154,ECOBANK GHANA LTD,ADEHYEMAN SAVINGS & LOAN
825,130161,ECOBANK GHANA LTD,NBFI-ADVANS GH
826,130162,ECOBANK GHANA LTD,NEW ABEKA
827,130163,ECOBANK GHANA LTD,GOLDEN PRIDE S&L
828,130164,ECOBANK GHANA LTD,PRIVATE BANKING
829,130201,ECOBANK GHANA LTD,NEW ABIREM
830,130401,ECOBANK GHANA LTD,TAKORADI
831,130402,ECOBANK GHANA LTD,TARKWA
832,130403,ECOBANK GHANA LTD,TAKORADI MARKET CIRCLE
833,130404,ECOBANK GHANA LTD,ELUBU
834,130405,ECOBANK GHANA LTD,TAKORADI COLLINS STREET
835,130406,ECOBANK GHANA LTD,ESIAMA
836,130501,ECOBANK GHANA LTD,AFLAO
837,130601,ECOBANK GHANA LTD,KUMASI HARPER ROAD
838,130602,ECOBANK GHANA LTD,JUBILEE HOUSE
839,130603,ECOBANK GHANA LTD,KNUST
840,130604,ECOBANK GHANA LTD,ADUM
841,130605,ECOBANK GHANA LTD,ABREPO JUNCTION
842,130606,ECOBANK GHANA LTD,TAFO
843,130607,ECOBANK GHANA LTD,ASH TOWN
844,130608,ECOBANK GHANA LTD,KEJETIA
845,130609,ECOBANK GHANA LTD,ABREPO MAIN
846,130610,ECOBANK GHANA LTD,BANTAMA
847,130611,ECOBANK GHANA LTD,STADIUM
848,130612,ECOBANK GHANA LTD,TANOSO
849,130614,ECOBANK GHANA LTD,SSNIT HOUSE
850,130615,ECOBANK GHANA LTD,SUAME
851,130616,ECOBANK GHANA LTD,ASHTOWN EAST
852,130701,ECOBANK GHANA LTD,KENYASI AGENCY
853,130702,ECOBANK GHANA LTD,SUNYANI
854,130801,ECOBANK GHANA LTD,TAMALE
855,140100,CAL BANK LTD,
856,140100,CAL BANK LTD,HEAD OFFICE
857,140101,CAL BANK LTD,INDEPENDENCE AVENUE
858,140102,CAL BANK LTD,TEMA
